Country,Year,Code,Annual_CO2_Emissions_Per_Capita,Renewable_Energy_Percentage,GDP_Per_Capita,Energy_Consumption_Per_Capita,Population
Vietnam,2012,VNM,1.6118838,23.463968,7979.868,6990.1753,89510356.0
Vietnam,2013,VNM,1.6719987,23.956772,8324.198,7304.9746,90573104.0
Vietnam,2014,VNM,1.9630398,23.184889,8751.883,7980.199,91679578.0
Vietnam,2015,VNM,2.298032,18.355711,9248.024,8964.749,92823254.0
Vietnam,2016,VNM,2.3508487,19.14979,9743.188,9651.152,94000117.0
Vietnam,2017,VNM,2.3914742,23.902075,10290.549,10247.799,95176977.0
Vietnam,2018,VNM,2.6530128,20.55936,10936.894,11413.172,96237319.0
Vietnam,2019,VNM,3.4901097,15.799334,11628.614,12556.66,97173776.0
Vietnam,2020,VNM,3.6955829,18.540092,11851.396,12461.562,98079191.0
Vietnam,2021,VNM,3.173522,23.503656,12048.902,12399.49,98935098.0
Vietnam,2022,VNM,2.9858754,27.49788,12930.256,12670.408,99680655.0
Vietnam,2023,VNM,3.335515,22.754812,13491.88,13744.149,100352192.0
